time,brand,category1,category2,product,options,price,amount,ingredients,image,url
2017-06-28 18:22,에뛰드,바디/헤어케어,바디보습,트로피컬 에이드 바디 로션,"피치 크러쉬
피나 콜라다",10000,300ml,"피치 크러쉬 : 정제수, 글리세린, 에탄올, 하이드로제네이티드폴리(C6-14올레핀), 에칠헥실스테아레이트, 세테아릴알코올, 메칠프로판디올, 폴리소르베이트60, 한련초잎추출물, 갈조추출물, 느릅나무뿌리추출물, 줄맨드라미씨추출물, 무화과추출물, 병풀추출물, 블루베리추출물, 라즈베리추출물, 복숭아추출물, 하이드로제네이티드레시틴, 아르간트리커넬오일, 디메치콘, 소르비탄스테아레이트, 스테아릭애씨드, 피이지-100스테아레이트, 글리세릴스테아레이트, 하이드로제네이티드코코넛오일, 부틸렌글라이콜, 카보머, 트로메타민, 하이드로제네이티드팜커넬오일, 토코페릴아세테이트, 셀룰로오스검, 하이드로제네이티드팜오일, 디프로필렌글라이콜, 디소듐이디티에이, 스쿠알란, 하이드로제네이티드폴리이소부텐, 프룩토올리고사카라이드, 이소노닐이소노나노에이트, 폴리글리세릴-10스테아레이트, 레시틴, 베타-글루칸, 쉐어버터, 폴리글리세릴-2디폴리하이드록시스테아레이트, 효모발효여과물, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 이눌린라우릴카바메이트, 디소듐스테아로일글루타메이트, 향료, 1,2-헥산디올, 페녹시에탄올, 에칠헥실글리세린, 적색227호


피나 콜라다 : 정제수, 글리세린, 에탄올, 하이드로제네이티드폴리(C6-14올레핀), 에칠헥실스테아레이트, 세테아릴알코올, 메칠프로판디올, 폴리소르베이트60, 한련초잎추출물, 갈조추출물, 느릅나무뿌리추출물, 줄맨드라미씨추출물, 무화과추출물, 병풀추출물, 코코넛추출물, 복숭아추출물, 사과추출물, 키위추출물, 파인애플추출물, 포도추출물, 딸기추출물, 양벚나무열매추출물, 하이드로제네이티드레시틴, 아르간트리커넬오일, 디메치콘, 소르비탄스테아레이트, 스테아릭애씨드, 피이지-100스테아레이트, 글리세릴스테아레이트, 하이드로제네이티드코코넛오일, 부틸렌글라이콜, 카보머, 트로메타민, 하이드로제네이티드팜커넬오일, 토코페릴아세테이트, 셀룰로오스검, 하이드로제네이티드팜오일, 디프로필렌글라이콜, 디소듐이디티에이, 스쿠알란, 하이드로제네이티드폴리이소부텐, 프룩토올리고사카라이드, 폴리글리세릴-10스테아레이트, 이소노닐이소노나노에이트, 베타-글루칸, 레시틴, 쉐어버터, 폴리글리세릴-2디폴리하이드록시스테아레이트, 효모발효여과물, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 이눌린라우릴카바메이트, 디소듐스테아로일글루타메이트, 향료, 1,2-헥산디올, 페녹시에탄올, 에칠헥실글리세린, 황색4호",http://image.etude.co.kr/upload/product/320_20170626140236087.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=107002082
2017-06-28 18:22,에뛰드,바디/헤어케어,바디클렌저,트로피컬 에이드 바디 워시,"말리부 오렌지
청포도 모히또",10000,300ml,"말리부 오렌지 : 정제수, 소듐라우레스설페이트, 소듐클로라이드, 코카마이드디이에이, 라우릴베타인, 디소듐코코암포디아세테이트, 소듐벤조에이트, 시트릭애씨드, 페녹시에탄올, 토코페릴아세테이트, 디소듐이디티에이, 부틸렌글라이콜, 헥실렌글라이콜, 자몽추출물, 1,2-헥산디올, 오렌지추출물, 향료

청포도 모히또 : 정제수, 소듐라우레스설페이트, 소듐클로라이드, 코카마이드디이에이, 라우릴베타인, 디소듐코코암포디아세테이트, 소듐벤조에이트, 시트릭애씨드, 페녹시에탄올, 토코페릴아세테이트, 디소듐이디티에이, 부틸렌글라이콜, 헥실렌글라이콜, 라임추출물, 페퍼민트잎추출물, 향료",http://image.etude.co.kr/upload/product/320_20170626134508956.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=107001103
2017-06-28 18:22,에뛰드,아이,아이브로우,잉크 핏 컬러 브라우,"1호 다크 브라운
2호 내추럴 브라운
3호 라이트 브라운
4호 그레이 브라운
5호 핑크 골드
6호 오렌지 브론즈",8000,0.08 oz. / 2.3 g,"1호 
트리메칠실록시실리케이트, 디메치콘, 실리카, 쿼터늄-18헥토라이트, 이소도데칸, 폴리글리세릴-2트리이소스테아레이트, 1,2-헥산디올, 흑색산화철, 소르비탄세스퀴올리에이트, 마이카, 티타늄디옥사이드, 황색산화철, 적색산화철, 페녹시에탄올, 트리에톡시카프릴릴실란, 에칠헥실글리세린
2호 
트리메칠실록시실리케이트, 디메치콘, 실리카, 쿼터늄-18헥토라이트, 이소도데칸, 폴리글리세릴-2트리이소스테아레이트, 1,2-헥산디올, 황색산화철, 소르비탄세스퀴올리에이트, 마이카, 흑색산화철, 티타늄디옥사이드, 페녹시에탄올, 적색산화철, 트리에톡시카프릴릴실란, 에칠헥실글리세린
3호 
트리메칠실록시실리케이트, 디메치콘, 실리카, 쿼터늄-18헥토라이트, 이소도데칸, 폴리글리세릴-2트리이소스테아레이트, 1,2-헥산디올, 황색산화철, 소르비탄세스퀴올리에이트, 마이카, 티타늄디옥사이드, 페녹시에탄올, 흑색산화철, 적색산화철, 트리에톡시카프릴릴실란, 에칠헥실글리세린
4호 
트리메칠실록시실리케이트, 디메치콘, 실리카, 쿼터늄-18헥토라이트, 이소도데칸, 폴리글리세릴-2트리이소스테아레이트, 1,2-헥산디올, 티타늄디옥사이드, 흑색산화철, 소르비탄세스퀴올리에이트, 마이카, 황색산화철, 페녹시에탄올, 적색산화철, 트리에톡시카프릴릴실란, 에칠헥실글리세린
5호 
트리메칠실록시실리케이트, 디메치콘, 쿼터늄-18헥토라이트, 이소도데칸, 폴리글리세릴-2트리이소스테아레이트, 마이카, 실리카, 티타늄디옥사이드, 1,2-헥산디올, 적색산화철, 소르비탄세스퀴올리에이트, 칼슘알루미늄보로실리케이트, 페녹시에탄올, 흑색산화철, 황색산화철, 에칠헥실글리세린, 트리에톡시카프릴릴실란, 틴옥사이드
6호 
트리메칠실록시실리케이트, 디메치콘, 쿼터늄-18헥토라이트, 실리카, 이소도데칸, 폴리글리세릴-2트리이소스테아레이트, 마이카, 1,2-헥산디올, 티타늄디옥사이드, 적색산화철, 황색산화철, 소르비탄세스퀴올리에이트, 페녹시에탄올, 흑색산화철, 트리에톡시카프릴릴실란, 에칠헥실글리세린",http://image.etude.co.kr/upload/product/320_20170613135108933.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=101004085
2017-06-28 18:22,에뛰드,아이,아이브로우,드로잉 슬림 아이브라우 1.5mm,"1호 다크 브라운
2호 내추럴 브라운
3호 라이트 브라운
4호 그레이 브라운
5호 레드 브라운
6호 소프트 블랙",4800,0.001 0z. / 0.05 g,"1호 
하이드로제네이티드콩오일, 하이드로제네이티드코코-글리세라이드, 흑색산화철, 폴리에칠렌, 카나우바왁스, 징크스테아레이트, 황색산화철, 폴리글리세릴-2트리이소스테아레이트, 하이드로제네이티드코코넛오일, 마이카, 적색산화철, 하이드로제네이티드식물성오일, 티타늄디옥사이드, 메치콘
2호 
하이드로제네이티드콩오일, 하이드로제네이티드코코-글리세라이드, 폴리에칠렌, 흑색산화철, 카나우바왁스, 징크스테아레이트, 황색산화철, 폴리글리세릴-2트리이소스테아레이트, 하이드로제네이티드코코넛오일, 적색산화철, 티타늄디옥사이드, 하이드로제네이티드식물성오일, 마이카, 메치콘
3호 
하이드로제네이티드콩오일, 하이드로제네이티드코코-글리세라이드, 폴리에칠렌, 카나우바왁스, 징크스테아레이트, 티타늄디옥사이드, 황색산화철, 흑색산화철, 폴리글리세릴-2트리이소스테아레이트, 하이드로제네이티드코코넛오일, 적색산화철, 하이드로제네이티드식물성오일, 마이카, 메치콘
4호 
하이드로제네이티드콩오일, 하이드로제네이티드코코-글리세라이드, 흑색산화철, 폴리에칠렌, 카나우바왁스, 징크스테아레이트, 티타늄디옥사이드, 폴리글리세릴-2트리이소스테아레이트, 하이드로제네이티드코코넛오일, 황색산화철, 적색산화철, 하이드로제네이티드식물성오일, 마이카, 메치콘
5호 
하이드로제네이티드콩오일, 하이드로제네이티드코코-글리세라이드, 폴리에칠렌, 카나우바왁스, 징크스테아레이트, 흑색산화철, 티타늄디옥사이드, 적색산화철, 황색산화철, 폴리글리세릴-2트리이소스테아레이트, 하이드로제네이티드코코넛오일, 하이드로제네이티드식물성오일, 마이카, 메치콘
6호 
하이드로제네이티드콩오일, 하이드로제네이티드코코-글리세라이드, 흑색산화철, 폴리에칠렌, 카나우바왁스, 징크스테아레이트, 폴리글리세릴-2트리이소스테아레이트, 마이카, 하이드로제네이티드코코넛오일, 하이드로제네이티드식물성오일, 메치콘",http://image.etude.co.kr/upload/product/320_20170615113554703.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=101004084
2017-06-28 18:22,에뛰드,립 ,립스틱,디어 마이 매트 틴팅 립스 톡,"BR401 레터링브라운
RD301 셀럽레드
RD302 스웨그 비비드레드
RD303 쇼미더레드
OR201 스포티지 오렌지
PK001 썸씽코랄핑크
PK002 어바웃핑크
PK003 슬랙스로지 핑크
BE101 스키니베이지
PP501 오버핏퍼플",8000,3 g /0.10 oz.,"BR401레터링브라운
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 마이카, 실리카, 폴리글리세릴-2디이소스테아레이트, 티타늄디옥사이드 (CI 77891), 합성왁스, 적색산화철, 펜타에리스리틸테트라이소스테아레이트, 마이크로크리스탈린왁스, 폴리에칠렌, 폴리글리세릴-2트리이소스테아레이트, 칸데릴라왁스, 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 적색202호, 흑색산화철, 디이소스테아릴말레이트, 향료, 적색227호, 메치콘, 카나우바왁스, 청색1호, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

RD301셀럽레드
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 폴리글리세릴-2트리이소스테아레이트, 마이카, 적색202호, 실리카, 합성왁스, 펜타에리스리틸테트라이소스테아레이트, 마이크로크리스탈린왁스, 폴리에칠렌, 칸데릴라왁스, 적색201호, 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 적색226호, 티타늄디옥사이드 (CI 77891), 디이소스테아릴말레이트, 향료, 메치콘, 카나우바왁스, 알루미늄하이드록사이드, 트리에톡시카프릴릴실란, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

RD302스웨그비비드레드
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 폴리글리세릴-2트리이소스테아레이트, 마이카, 실리카, 합성왁스, 적색104호의(1), 펜타에리스리틸테트라이소스테아레이트, 황색5호, 마이크로크리스탈린왁스, 폴리에칠렌, 칸데릴라왁스, 티타늄디옥사이드 (CI 77891), 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 폴리글리세릴-2디이소스테아레이트, 향료, 메치콘, 카나우바왁스, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

RD303쇼미더레드
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 폴리글리세릴-2트리이소스테아레이트, 마이카, 실리카, 합성왁스, 적색103호의(1), 펜타에리스리틸테트라이소스테아레이트, 적색226호, 마이크로크리스탈린왁스, 폴리에칠렌, 칸데릴라왁스, 황색5호, 디스테아디모늄헥토라이트, 폴리하이드록시스테아릭애씨드, 향료, 적색202호, 메치콘, 카나우바왁스, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

OR201스포티지오렌지
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 폴리글리세릴-2트리이소스테아레이트, 마이카, 실리카, 티타늄디옥사이드 (CI 77891), 합성왁스, 황색5호, 펜타에리스리틸테트라이소스테아레이트, 폴리글리세릴-2디이소스테아레이트, 마이크로크리스탈린왁스, 폴리에칠렌, 칸데릴라왁스, 적색201호, 황색4호, 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 향료, 메치콘, 카나우바왁스, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

PK001썸씽코랄핑크
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 티타늄디옥사이드 (CI 77891), 실리카, 마이카, 폴리글리세릴-2디이소스테아레이트, 합성왁스, 폴리글리세릴-2트리이소스테아레이트, 펜타에리스리틸테트라이소스테아레이트, 마이크로크리스탈린왁스, 폴리에칠렌, 적색201호, 칸데릴라왁스, 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 적색202호, 적색산화철, 향료, 메치콘, 카나우바왁스, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

PK002어바웃핑크
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 폴리글리세릴-2트리이소스테아레이트, 마이카, 실리카, 합성왁스, 펜타에리스리틸테트라이소스테아레이트, 적색103호의(1), 티타늄디옥사이드 (CI 77891), 마이크로크리스탈린왁스, 폴리에칠렌, 디이소스테아릴말레이트, 황색5호, 칸데릴라왁스, 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 적색104호의(1), 적색202호, 향료, 적색산화철, 메치콘, 알루미늄하이드록사이드, 카나우바왁스, 트리에톡시카프릴릴실란, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

PK003슬랙스로지핑크
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 마이카, 실리카, 합성왁스, 티타늄디옥사이드 (CI 77891), 폴리글리세릴-2트리이소스테아레이트, 알루미나, 펜타에리스리틸테트라이소스테아레이트, 폴리글리세릴-2디이소스테아레이트, 마이크로크리스탈린왁스, 폴리에칠렌, 적색202호, 칸데릴라왁스, 적색산화철, 폴리하이드록시스테아릭애씨드, 디스테아디모늄헥토라이트, 디이소스테아릴말레이트, 적색201호, 향료, 메치콘, 카나우바왁스, 틴옥사이드, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

BE101스키니베이지
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 티타늄디옥사이드 (CI 77891), 폴리글리세릴-2디이소스테아레이트, 실리카, 마이카, 합성왁스, 펜타에리스리틸테트라이소스테아레이트, 적색산화철, 마이크로크리스탈린왁스, 폴리에칠렌, 폴리글리세릴-2트리이소스테아레이트, 디이소스테아릴말레이트, 칸데릴라왁스, 폴리하이드록시스테아릭애씨드, 적색201호, 디스테아디모늄헥토라이트, 향료, 적색202호, 메치콘, 청색1호, 카나우바왁스, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물

PP501오버핏퍼플
옥틸도데칸올, 폴리메칠실세스퀴옥산, 디카프릴릴카보네이트, 옥틸도데실네오펜타노에이트, 폴리글리세릴-2트리이소스테아레이트, 실리카, 마이카, 적색104호의(1), 합성왁스, 펜타에리스리틸테트라이소스테아레이트, 마이크로크리스탈린왁스, 폴리에칠렌, 칸데릴라왁스, 티타늄디옥사이드 (CI 77891), 적색202호, 디이소스테아릴말레이트, 디스테아디모늄헥토라이트, 폴리하이드록시스테아릭애씨드, 향료, 메치콘, 청색1호, 적색201호, 카나우바왁스, 알루미늄하이드록사이드, 트리에톡시카프릴릴실란, 석류추출물, 정제수, 프로필렌글라이콜, 부틸렌글라이콜, 라즈베리추출물",http://image.etude.co.kr/upload/product/320_20170615104338170.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=102001302
2017-06-28 18:22,에뛰드,스킨케어,스킨,특가구성★원더포어 프레쉬너 리필 500ml+스페셜GIFT,,11000,500ml,"정제수, 에탄올, 부틸렌글라이콜, 베타인, 박하추출물, 빌베리열매/잎추출물, 사탕수수추출물, 레몬추출물, 오렌지추출물,편백수, 은행잎추출물, 설탕단풍추출물, 겐티아나추출물, 쓴쑥추출물, 아르니카꽃추출물, 서양톱풀추출물, 글리세레스-26, 글리세린, 에칠헥실글리세린, 소듐하이알루로네이트, 아세틱애씨드, 디소듐이디티에이, 페녹시에탄올",http://image.etude.co.kr/upload/product/320_20170608140639560.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=105001136
2017-06-28 18:22,에뛰드,스킨케어,스킨,원더포어 프레쉬너 티슈 30매,,6000,30매,"정제수, 에탄올, 부틸렌글라이콜, 베타인, 박하추출물, 빌베리열매/잎추출물, 사탕수수추출물, 레몬추출물, 오렌지추출물, 편백수, 은행잎추출물, 설탕단풍추출물, 겐티아나추출물, 쓴쑥추출물, 아르니카꽃추출물, 서양톱풀추출물, 글리세레스-26, 글리세린, 에칠헥실글리세린, 소듐하이알루로네이트, 디소듐이디티에이, 페녹시에탄올",http://image.etude.co.kr/upload/product/320_20170607101904889.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=105001139
2017-06-28 18:22,에뛰드,스킨케어,스킨,원더포어 프레쉬너 티슈 10매,,3000,10매,"정제수, 에탄올, 부틸렌글라이콜, 베타인, 박하추출물, 빌베리열매/잎추출물, 사탕수수추출물, 레몬추출물, 오렌지추출물, 편백수, 은행잎추출물, 설탕단풍추출물, 겐티아나추출물, 쓴쑥추출물, 아르니카꽃추출물, 서양톱풀추출물, 글리세레스-26, 글리세린, 에칠헥실글리세린, 소듐하이알루로네이트, 디소듐이디티에이, 페녹시에탄올",http://image.etude.co.kr/upload/product/320_20170607102322345.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=105001138
2017-06-28 18:22,에뛰드,립 ,립틴트,디어 달링 워터젤 틴트팩,"OR201 낑깡레드
OR202 오렌지레드
OR203 자몽레드
RD301 리얼레드
PK001 베리레드",5000,10 g /0.35 oz.,"낑깡레드 : 정제수, 폴리비닐알코올, 디프로필렌글라이콜, 1,2-헥산디올, 시트릭애씨드, 소듐시트레이트, 에탄올, 펜틸렌글라이콜, 부틸렌글라이콜, 향료, 사과추출물, 황색5호, 양벚나무열매추출물, 적색218호, 석류추출물, 알란토인, 디포타슘글리시리제이트, 꿀추출물, 페녹시에탄올, 소듐하이알루로네이트, 에칠헥실글리세린
오렌지레드 : 정제수, 폴리비닐알코올, 디프로필렌글라이콜, 1,2-헥산디올, 시트릭애씨드, 에탄올, 소듐시트레이트, 등색205호, 펜틸렌글라이콜, 부틸렌글라이콜, 향료, 사과추출물, 양벚나무열매추출물, 석류추출물, 알란토인, 적색218호, 디포타슘글리시리제이트, 꿀추출물, 페녹시에탄올, 소듐하이알루로네이트, 에칠헥실글리세린
자몽레드 : 정제수, 폴리비닐알코올, 디프로필렌글라이콜, 1,2-헥산디올, 시트릭애씨드, 에탄올, 소듐시트레이트, 펜틸렌글라이콜, 부틸렌글라이콜, 향료, 등색205호, 사과추출물, 양벚나무열매추출물, 적색227호, 석류추출물, 알란토인, 디포타슘글리시리제이트, 적색218호, 적색223호, 꿀추출물, 페녹시에탄올, 소듐하이알루로네이트, 에칠헥실글리세린
리얼레드 : 정제수, 폴리비닐알코올, 디프로필렌글라이콜, 1,2-헥산디올, 시트릭애씨드, 에탄올, 소듐시트레이트, 펜틸렌글라이콜, 등색205호, 적색227호, 부틸렌글라이콜, 향료, 사과추출물, 양벚나무열매추출물, 석류추출물, 적색223호, 알란토인, 디포타슘글리시리제이트, 적색218호, 꿀추출물, 페녹시에탄올, 소듐하이알루로네이트, 에칠헥실글리세린
베리레드 : 정제수, 폴리비닐알코올, 디프로필렌글라이콜, 1,2-헥산디올, 시트릭애씨드, 에탄올, 소듐시트레이트, 펜틸렌글라이콜, 부틸렌글라이콜, 향료, 적색227호, 사과추출물, 양벚나무열매추출물, 석류추출물, 적색218호, 알란토인, 디포타슘글리시리제이트, 꿀추출물, 페녹시에탄올, 청색1호, 소듐하이알루로네이트, 에칠헥실글리세린",http://image.etude.co.kr/upload/product/320_20170526143627607.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=102003161
2017-06-28 18:22,에뛰드,립 ,립틴트,디어 달링 워터젤 틴트,"RD306 샤크레드
PK004 통팥레드
PK005 오피치레드
RD307 수박레드
PK006 보석레드
OR205 살구레드",5000,4.5 g /0.15 oz.,"샤크레드 : 정제수, 글리세릴폴리메타크릴레이트, 글리세린, 프로판디올, 트레할로스,
펜틸렌글라이콜, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리소르베이트20, 트로메타민, 폴리아크릴레이트-13, 티타늄디옥사이드
(CI 77891), 적색227호, 황색5호, 폴리이소부텐, 데하이드로아세틱애씨드, 향료, 트리리프솝베리열매추출물, 실리카, 알루미나, 청색1호
통팥레드 : 정제수, 글리세릴폴리메타크릴레이트, 글리세린, 프로판디올, 트레할로스,
펜틸렌글라이콜, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리소르베이트20, 티타늄디옥사이드 (CI 77891), 트로메타민, 폴리아크릴
레이트-13, 폴리이소부텐, 데하이드로아세틱애씨드, 향료, 트리리프솝베리열매추출물, 황색5호, 적색227호, 실리카, 알루미나, 적색218호, 청색1호
오피치레드 : 정제수, 글리세릴폴리메타크릴레이트, 글리세린, 프로판디올, 트레할로스,
펜틸렌글라이콜, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리소르베이트20, 트로메타민, 폴리아크릴레이트-13, 티타늄디옥사이드
(CI 77891), 폴리이소부텐, 데하이드로아세틱애씨드, 향료, 트리리프솝베리열매추출물, 적색218호, 황색5호, 실리카, 적색227호, 알루미나
수박레드 : 정제수, 글리세릴폴리메타크릴레이트, 글리세린, 프로판디올, 트레할로스,
펜틸렌글라이콜, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리소르베이트20, 트로메타민, 폴리아크릴레이트-13, 티타늄디옥사이드
(CI 77891), 폴리이소부텐, 황색5호, 향료, 적색218호, 데하이드로아세틱애씨드, 트리리프솝베리열매추출물, 적색227호, 실리카, 알루미나
보석레드 : 정제수, 글리세릴폴리메타크릴레이트, 글리세린, 프로판디올, 트레할로스, 칼슘소듐보로실리케이트,
펜틸렌글라이콜, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리소르베이트20, 티타늄디옥사이드 (CI 77891), 트로메타민, 폴리아크릴
레이트-13, 폴리이소부텐, 실리카, 마이카, 향료, 데하이드로아세틱애씨드, 트리리프솝베리열매추출물, 적색산화철, 틴옥사이드, 황색4호, 적색218
호, 적색227호
살구레드 : 정제수, 글리세릴폴리메타크릴레이트, 글리세린, 프로판디올, 트레할로스,
펜틸렌글라이콜, 암모늄아크릴로일디메칠타우레이트/브이피코폴리머, 폴리소르베이트20, 트로메타민, 티타늄디옥사이드 (CI 77891), 폴리아크릴
레이트-13, 폴리이소부텐, 데하이드로아세틱애씨드, 황색4호, 향료, 트리리프솝베리열매추출물, 적색218호, 실리카, 적색227호, 알루미나",http://image.etude.co.kr/upload/product/320_20170526145308129.jpg,http://www.etude.co.kr/product.do?method=view&prdCd=102003160
